,units,date
1070,2.0,2018-01-17
1071,5.0,2018-01-23
1072,1.0,2018-01-17
1073,12.0,2018-01-23
1074,8.0,2018-01-31
1075,5.0,2018-01-26
1076,2.0,2018-01-22
1077,1.0,2018-01-30
1078,3.0,2018-01-26
1079,1.0,2018-01-18
1080,2.0,2018-01-22
1081,2.0,2018-01-30
1082,3.0,2018-01-22
1083,1.0,2018-01-22
1084,2.0,2018-01-24
1085,2.0,2018-01-09
1086,3.0,2018-01-21
1087,2.0,2018-01-06
1088,2.0,2018-01-14
1089,1.0,2018-01-08
1090,1.0,2018-01-14
1091,8.0,2018-01-31
1092,2.0,2018-01-23
1093,1.0,2018-01-30
1094,1.0,2018-01-30
1095,6.0,2018-01-17
1096,22.0,2018-01-17
1097,16.0,2018-01-24
1098,9.0,2018-01-21
1099,9.0,2018-01-17
1100,1.0,2018-01-26
1101,1.0,2018-01-14
1102,3.0,2018-01-29
1103,4.0,2018-01-29
1104,13.0,2018-01-31
1105,18.0,2018-01-31
1106,5.0,2018-01-23
1107,4.0,2018-01-22
1108,3.0,2018-01-20
1109,16.0,2018-01-31
1110,9.0,2018-01-30
1111,90.0,2018-01-31
1112,56.0,2018-01-31
1113,24.0,2018-01-31
1114,21.0,2018-01-31
1115,18.0,2018-01-31
1116,17.0,2018-01-31
1117,9.0,2018-01-31
1118,12.0,2018-01-31
1119,5.0,2018-01-30
1120,1.0,2018-01-28
1121,1.0,2018-01-26
1122,8.0,2018-01-31
1123,2.0,2018-01-21
1124,1.0,2018-01-26
1125,1.0,2018-01-04
1126,6.0,2018-01-25
1127,6.0,2018-01-25
1128,1.0,2018-01-13
1129,1.0,2018-01-29
1130,1.0,2018-01-31
1131,2.0,2018-01-15
1132,1.0,2018-01-31
1133,2.0,2018-01-18
1134,2.0,2018-01-20
1135,6.0,2018-01-31
1136,44.0,2018-01-31
1137,1.0,2018-01-18
1138,3.0,2018-01-30
1139,5.0,2018-01-24
1140,2.0,2018-01-30
1141,7.0,2018-01-31
1142,8.0,2018-01-25
1143,2.0,2018-01-28
1144,3.0,2018-01-11
1145,1.0,2018-01-11
1146,2.0,2018-01-31
1147,4.0,2018-01-22
1148,5.0,2018-01-31
1149,9.0,2018-01-31
1150,7.0,2018-01-24
1151,1.0,2018-01-25
1152,3.0,2018-01-25
1153,4.0,2018-01-28
1154,4.0,2018-01-31
1155,4.0,2018-01-25
1156,5.0,2018-01-31
1157,5.0,2018-01-30
1158,6.0,2018-01-30
1159,4.0,2018-01-23
1160,5.0,2018-01-21
1161,3.0,2018-01-31
1162,1.0,2018-01-07
1163,26.0,2018-01-29
1164,2.0,2018-01-17
1165,1.0,2018-01-15
1166,2.0,2018-01-26
1167,1.0,2018-01-07
1168,2.0,2018-01-25
1169,1.0,2018-01-16
1170,1.0,2018-01-23
1171,1.0,2018-01-23
1172,1.0,2018-01-12
1173,1.0,2018-01-21
1174,4.0,2018-01-31
1175,1.0,2018-01-30
1176,3.0,2018-01-31
1177,3.0,2018-01-31
1178,1.0,2018-01-18
1179,2.0,2018-01-31
1180,1.0,2018-01-31
1181,2.0,2018-01-31
1182,2.0,2018-01-16
1183,1.0,2018-01-15
1184,2.0,2018-01-18
1185,3.0,2018-01-08
1186,4.0,2018-01-09
1187,9.0,2018-01-29
1188,6.0,2018-01-20
1189,3.0,2018-01-25
1190,1.0,2018-01-22
1191,1.0,2018-01-08
1192,6.0,2018-01-17
1193,1.0,2018-01-02
1194,3.0,2018-01-09
1195,1.0,2018-01-13
1196,9.0,2018-01-31
1197,1.0,2018-01-31
1198,7.0,2018-01-31
1199,74.0,2018-01-31
1200,3.0,2018-01-29
1201,29.0,2018-01-31
1202,24.0,2018-01-31
1203,5.0,2018-01-30
1204,3.0,2018-01-16
1205,3.0,2018-01-14
1206,1.0,2018-01-15
1207,1.0,2018-01-08
1208,1.0,2018-01-25
1209,2.0,2018-01-02
1210,3.0,2018-01-17
1211,1.0,2018-01-25
1212,1.0,2018-01-04
1213,5.0,2018-01-29
1214,1.0,2018-01-07
1215,2.0,2018-01-31
1216,2.0,2018-01-29
1217,3.0,2018-01-31
1218,1.0,2018-01-17
1219,2.0,2018-01-30
1220,2.0,2018-01-17
1221,2.0,2018-01-31
1222,2.0,2018-01-31
1223,1.0,2018-01-14
1224,1.0,2018-01-31
1225,3.0,2018-01-30
1226,1.0,2018-01-24
1227,4.0,2018-01-31
1228,1.0,2018-01-28
1229,3.0,2018-01-23
1230,1.0,2018-01-21
1231,1.0,2018-01-30
1232,3.0,2018-01-31
1233,4.0,2018-01-19
1234,2.0,2018-01-25
1235,19.0,2018-01-31
1236,29.0,2018-01-31
1237,16.0,2018-01-31
1238,14.0,2018-01-31
1239,2.0,2018-01-31
1240,2.0,2018-01-18
1241,1.0,2018-01-30
1242,5.0,2018-01-29
1243,14.0,2018-01-27
1244,18.0,2018-01-29
1245,8.0,2018-01-31
1246,14.0,2018-01-31
1247,11.0,2018-01-19
1248,10.0,2018-01-23
1249,10.0,2018-01-26
1250,7.0,2018-01-30
1251,6.0,2018-01-31
1252,1.0,2018-01-09
1253,2.0,2018-01-14
1254,2.0,2018-01-30
1255,2.0,2018-01-29
1256,2.0,2018-01-29
1257,1.0,2018-01-12
1258,1.0,2018-01-03
1259,7.0,2018-01-30
1260,11.0,2018-01-31
1261,3.0,2018-01-20
1262,2.0,2018-01-18
1263,2.0,2018-01-16
1264,1.0,2018-01-14
1265,6.0,2018-01-28
1266,1.0,2018-01-08
1267,2.0,2018-01-31
1268,1.0,2018-01-03
1269,1.0,2018-01-30
1270,6.0,2018-01-23
1271,52.0,2018-01-31
1272,58.0,2018-01-31
1273,26.0,2018-01-26
1274,17.0,2018-01-31
1275,4.0,2018-01-29
1276,1.0,2018-01-10
1277,4.0,2018-01-31
1278,43.0,2018-01-31
1279,61.0,2018-01-31
1280,13.0,2018-01-31
1281,10.0,2018-01-31
1282,2.0,2018-01-22
1283,1.0,2018-01-04
1284,3.0,2018-01-08
1285,2.0,2018-01-08
1286,1.0,2018-01-10
1287,1.0,2018-01-07
1288,1.0,2018-01-02
1289,1.0,2018-01-13
1290,1.0,2018-01-30
1291,1.0,2018-01-14
1292,15.0,2018-01-29
1293,23.0,2018-01-29
1294,3.0,2018-01-21
1295,2.0,2018-01-16
1296,1.0,2018-01-11
1297,1.0,2018-01-03
1298,1.0,2018-01-03
1299,2.0,2018-01-31
1300,2.0,2018-01-13
1301,1.0,2018-01-24
1302,1.0,2018-01-29
1303,1.0,2018-01-12
1304,1.0,2018-01-22
1305,5.0,2018-01-29
1306,2.0,2018-01-28
1307,2.0,2018-01-31
1308,3.0,2018-01-28
1309,7.0,2018-01-30
1310,8.0,2018-01-31
1311,2.0,2018-01-14
1312,3.0,2018-01-23
1313,37.0,2018-01-31
1314,45.0,2018-01-26
1315,11.0,2018-01-31
1316,144.0,2018-01-31
1317,207.0,2018-01-31
1318,52.0,2018-01-31
1319,68.0,2018-01-29
1320,2.0,2018-01-18
1321,1.0,2018-01-24
1322,4.0,2018-01-26
1323,4.0,2018-01-28
1324,9.0,2018-01-31
1325,4.0,2018-01-31
1326,9.0,2018-01-31
1327,9.0,2018-01-31
1328,9.0,2018-01-31
1329,3.0,2018-01-31
1330,2.0,2018-01-31
1331,1.0,2018-01-25
1332,1.0,2018-01-11
1333,2.0,2018-01-19
1334,2.0,2018-01-26
1335,1.0,2018-01-06
1336,5.0,2018-01-29
1337,1.0,2018-01-30
1338,1.0,2018-01-18
1339,1.0,2018-01-08
1340,1.0,2018-01-14
1341,1.0,2018-01-31
1342,1.0,2018-01-30
1343,2.0,2018-01-31
1344,2.0,2018-01-30
1345,2.0,2018-01-29
1346,2.0,2018-01-23
1347,1.0,2018-01-25
1348,85.0,2018-01-31
1349,70.0,2018-01-31
1350,21.0,2018-01-29
1351,9.0,2018-01-31
1352,4.0,2018-01-30
1353,4.0,2018-01-28
1354,5.0,2018-01-11
1355,6.0,2018-01-23
1356,13.0,2018-01-31
1357,18.0,2018-01-31
1358,19.0,2018-01-31
1359,16.0,2018-01-30
1360,7.0,2018-01-31
1361,8.0,2018-01-31
1362,17.0,2018-01-31
1363,2.0,2018-01-25
1364,1.0,2018-01-20
1365,2.0,2018-01-23
1366,1.0,2018-01-31
1367,5.0,2018-01-31
1368,5.0,2018-01-31
1369,7.0,2018-01-30
1370,6.0,2018-01-30
1371,2.0,2018-01-11
1372,4.0,2018-01-28
1373,2.0,2018-01-25
1374,1.0,2018-01-25
1375,4.0,2018-01-28
1376,3.0,2018-01-28
1377,5.0,2018-01-29
1378,1.0,2018-01-02
1379,1.0,2018-01-17
1380,2.0,2018-01-29
1381,11.0,2018-01-30
1382,11.0,2018-01-31
1383,15.0,2018-01-31
1384,5.0,2018-01-31
1385,1.0,2018-01-13
1386,4.0,2018-01-31
1387,8.0,2018-01-31
1388,1.0,2018-01-26
1389,1.0,2018-01-26
1390,1.0,2018-01-28
1391,3.0,2018-01-31
1392,1.0,2018-01-23
1393,1.0,2018-01-09
1394,10.0,2018-01-24
1395,37.0,2018-01-30
1396,2.0,2018-01-26
1397,6.0,2018-01-31
1398,3.0,2018-01-31
1399,1.0,2018-01-15
1400,2.0,2018-01-31
1401,5.0,2018-01-14
1402,7.0,2018-01-18
1403,1.0,2018-01-31
1404,1.0,2018-01-31
1405,3.0,2018-01-21
1406,3.0,2018-01-06
1407,3.0,2018-01-20
1408,1.0,2018-01-02
1409,1.0,2018-01-11
1410,1.0,2018-01-13
1411,6.0,2018-01-28
1412,36.0,2018-01-31
1413,7.0,2018-01-31
1414,12.0,2018-01-31
1415,3.0,2018-01-16
1416,1.0,2018-01-08
1417,1.0,2018-01-31
1418,9.0,2018-01-31
1419,2.0,2018-01-29
1420,1.0,2018-01-29
1421,2.0,2018-01-18
1422,2.0,2018-01-30
1423,1.0,2018-01-14
1424,7.0,2018-01-31
1425,11.0,2018-01-28
1426,9.0,2018-01-31
1427,5.0,2018-01-29
1428,4.0,2018-01-30
1429,33.0,2018-01-31
1430,23.0,2018-01-31
1431,19.0,2018-01-31
1432,1.0,2018-01-22
1433,2.0,2018-01-26
1434,3.0,2018-01-31
1435,1.0,2018-01-23
1436,1.0,2018-01-24
1437,1.0,2018-01-09
1438,1.0,2018-01-10
1439,21.0,2018-01-30
1440,3.0,2018-01-08
1441,6.0,2018-01-29
1442,1.0,2018-01-17
1443,1.0,2018-01-29
1444,3.0,2018-01-20
1445,2.0,2018-01-27
1446,2.0,2018-01-14
1447,1.0,2018-01-12
1448,2.0,2018-01-26
1449,1.0,2018-01-12
1450,1.0,2018-01-12
1451,5.0,2018-01-30
1452,3.0,2018-01-25
1453,2.0,2018-01-25
1454,2.0,2018-01-25
1455,1.0,2018-01-31
1456,1.0,2018-01-14
1457,1.0,2018-01-09
1458,2.0,2018-01-30
1459,2.0,2018-01-29
1460,2.0,2018-01-19
1461,6.0,2018-01-30
1462,4.0,2018-01-30
1463,2.0,2018-01-28
1464,1.0,2018-01-04
1465,3.0,2018-01-30
1466,3.0,2018-01-27
1467,1.0,2018-01-24
1468,5.0,2018-01-30
1469,1.0,2018-01-08
1470,11.0,2018-01-29
1471,3.0,2018-01-24
1472,3.0,2018-01-23
1473,3.0,2018-01-14
1474,1.0,2018-01-22
1475,3.0,2018-01-22
1476,25.0,2018-01-31
1477,15.0,2018-01-18
1478,6.0,2018-01-28
1479,1.0,2018-01-08
1480,3.0,2018-01-25
1481,62.0,2018-01-30
1482,54.0,2018-01-31
1483,11.0,2018-01-30
1484,26.0,2018-01-31
1485,30.0,2018-01-31
1486,22.0,2018-01-31
1487,8.0,2018-01-31
1488,3.0,2018-01-31
1489,8.0,2018-01-30
1490,73.0,2018-01-30
1491,48.0,2018-01-31
1492,57.0,2018-01-31
1493,6.0,2018-01-15
1494,5.0,2018-01-29
1495,1.0,2018-01-29
1496,1.0,2018-01-31
1497,2.0,2018-01-18
1498,1.0,2018-01-12
1499,1.0,2018-01-22
1500,3.0,2018-01-31
1501,3.0,2018-01-26
1502,2.0,2018-01-22
1503,2.0,2018-01-27
1504,1.0,2018-01-07
1505,1.0,2018-01-28
1506,4.0,2018-01-31
1507,3.0,2018-01-27
1508,8.0,2018-01-30
1509,9.0,2018-01-27
1510,8.0,2018-01-31
1511,1.0,2018-01-31
1512,1.0,2018-01-09
1513,1.0,2018-01-15
1514,1.0,2018-01-09
1515,1.0,2018-01-19
1516,1.0,2018-01-30
1517,1.0,2018-01-14
1518,2.0,2018-01-13
1519,1.0,2018-01-10
1520,4.0,2018-01-24
1521,4.0,2018-01-29
1522,1.0,2018-01-30
1523,2.0,2018-01-31
1524,1.0,2018-01-05
1525,7.0,2018-01-30
1526,7.0,2018-01-31
1527,6.0,2018-01-31
1528,1.0,2018-01-15
1529,7.0,2018-01-31
1530,2.0,2018-01-31
1531,1.0,2018-01-07
1532,4.0,2018-01-30
1533,3.0,2018-01-30
1534,1.0,2018-01-30
1535,1.0,2018-01-18
1536,2.0,2018-01-21
1537,1.0,2018-01-31
1538,3.0,2018-01-31
1539,4.0,2018-01-31
1540,2.0,2018-01-31
1541,1.0,2018-01-31
1542,3.0,2018-01-22
1543,1.0,2018-01-17
1544,1.0,2018-01-31
1545,1.0,2018-01-21
1546,14.0,2018-01-31
1547,16.0,2018-01-31
1548,5.0,2018-01-21
1549,1.0,2018-01-19
1550,1.0,2018-01-22
1551,2.0,2018-01-23
1552,3.0,2018-01-31
1553,4.0,2018-01-29
1554,1.0,2018-01-29
1555,3.0,2018-01-31
1556,1.0,2018-01-31
1557,3.0,2018-01-23
1558,9.0,2018-01-31
1559,5.0,2018-01-31
1560,9.0,2018-01-31
1561,4.0,2018-01-31
1562,2.0,2018-01-31
1563,2.0,2018-01-31
1564,2.0,2018-01-31
1565,7.0,2018-01-29
1566,1.0,2018-01-30
1567,136.0,2018-01-31
1568,196.0,2018-01-30
1569,25.0,2018-01-30
1570,41.0,2018-01-30
1571,13.0,2018-01-30
1572,1.0,2018-01-20
1573,2.0,2018-01-26
1574,6.0,2018-01-27
1575,1.0,2018-01-10
1576,6.0,2018-01-30
1577,9.0,2018-01-31
1578,3.0,2018-01-24
1579,8.0,2018-01-31
1580,4.0,2018-01-30
1581,1.0,2018-01-21
1582,3.0,2018-01-28
1583,2.0,2018-01-14
1584,1.0,2018-01-12
1585,2.0,2018-01-31
1586,1.0,2018-01-18
1587,1.0,2018-01-18
1588,4.0,2018-01-31
1589,3.0,2018-01-28
1590,1.0,2018-01-28
1591,14.0,2018-01-30
1592,12.0,2018-01-30
1593,5.0,2018-01-24
1594,1.0,2018-01-27
1595,6.0,2018-01-31
1596,2.0,2018-01-29
1597,2.0,2018-01-25
1598,1.0,2018-01-29
1599,2.0,2018-01-21
1600,2.0,2018-01-16
1601,5.0,2018-01-31
1602,2.0,2018-01-25
1603,2.0,2018-01-23
1604,1.0,2018-01-29
1605,1.0,2018-01-12
1606,2.0,2018-01-18
1607,1.0,2018-01-02
1608,1.0,2018-01-17
1609,2.0,2018-01-05
1610,2.0,2018-01-23
1611,2.0,2018-01-25
1612,9.0,2018-01-31
1613,11.0,2018-01-26
1614,5.0,2018-01-30
1615,15.0,2018-01-30
1616,12.0,2018-01-31
1617,10.0,2018-01-30
1618,15.0,2018-01-25
1619,10.0,2018-01-26
1620,7.0,2018-01-30
1621,2.0,2018-01-21
1622,1.0,2018-01-24
1623,1.0,2018-01-24
1624,2.0,2018-01-29
1625,3.0,2018-01-26
1626,39.0,2018-01-31
1627,63.0,2018-01-31
1628,43.0,2018-01-31
1629,24.0,2018-01-31
1630,5.0,2018-01-24
1631,3.0,2018-01-20
1632,1.0,2018-01-14
1633,1.0,2018-01-07
1634,1.0,2018-01-11
1635,4.0,2018-01-28
1636,4.0,2018-01-30
1637,1.0,2018-01-18
1638,1.0,2018-01-26
1639,1.0,2018-01-17
1640,27.0,2018-01-26
1641,32.0,2018-01-26
1642,6.0,2018-01-26
1643,10.0,2018-01-26
1644,4.0,2018-01-29
1645,1.0,2018-01-17
1646,1.0,2018-01-22
1647,5.0,2018-01-29
1648,1.0,2018-01-03
1649,2.0,2018-01-26
1650,1.0,2018-01-25
1651,3.0,2018-01-25
1652,6.0,2018-01-27
1653,4.0,2018-01-28
1654,9.0,2018-01-27
1655,7.0,2018-01-31
1656,7.0,2018-01-31
1657,3.0,2018-01-18
1658,9.0,2018-01-29
1659,5.0,2018-01-26
1660,1.0,2018-01-14
1661,1.0,2018-01-25
1662,3.0,2018-01-30
1663,24.0,2018-01-31
1664,24.0,2018-01-31
1665,7.0,2018-01-31
1666,9.0,2018-01-31
1667,9.0,2018-01-31
1668,5.0,2018-01-29
1669,2.0,2018-01-24
1670,2.0,2018-01-26
1671,1.0,2018-01-30
1672,2.0,2018-01-30
1673,3.0,2018-01-30
1674,1.0,2018-01-17
1675,1.0,2018-01-22
1676,1.0,2018-01-01
1677,3.0,2018-01-14
1678,2.0,2018-01-28
1679,26.0,2018-01-31
1680,8.0,2018-01-30
1681,4.0,2018-01-31
1682,5.0,2018-01-30
1683,5.0,2018-01-30
1684,1.0,2018-01-29
1685,2.0,2018-01-18
1686,24.0,2018-01-31
1687,11.0,2018-01-31
1688,4.0,2018-01-31
1689,8.0,2018-01-31
1690,6.0,2018-01-31
1691,4.0,2018-01-11
1692,4.0,2018-01-31
1693,14.0,2018-01-31
1694,7.0,2018-01-29
1695,10.0,2018-01-31
1696,4.0,2018-01-25
1697,1.0,2018-01-28
1698,2.0,2018-01-30
1699,1.0,2018-01-07
1700,1.0,2018-01-14
1701,3.0,2018-01-31
1702,2.0,2018-01-20
1703,1.0,2018-01-25
1704,2.0,2018-01-21
1705,1.0,2018-01-24
1706,6.0,2018-01-29
1707,1.0,2018-01-29
1708,1.0,2018-01-25
1709,2.0,2018-01-25
1710,3.0,2018-01-22
1711,3.0,2018-01-22
1712,1.0,2018-01-31
1713,1.0,2018-01-14
1714,2.0,2018-01-29
1715,1.0,2018-01-31
1716,1.0,2018-01-30
1717,1.0,2018-01-08
1718,2.0,2018-01-30
1719,1.0,2018-01-12
1720,1.0,2018-01-23
1721,2.0,2018-01-31
1722,9.0,2018-01-30
1723,1.0,2018-01-08
1724,11.0,2018-01-31
1725,1.0,2018-01-30
1726,2.0,2018-01-29
1727,1.0,2018-01-31
1728,3.0,2018-01-09
1729,3.0,2018-01-13
1730,8.0,2018-01-18
1731,3.0,2018-01-14
1732,4.0,2018-01-28
1733,4.0,2018-01-29
1734,2.0,2018-01-22
1735,6.0,2018-01-31
1736,2.0,2018-01-17
1737,1.0,2018-01-31
1738,54.0,2018-01-31
1739,55.0,2018-01-31
1740,15.0,2018-01-31
1741,13.0,2018-01-31
1742,1.0,2018-01-30
1743,1.0,2018-01-03
1744,19.0,2018-01-31
1745,15.0,2018-01-23
1746,2.0,2018-01-18
1747,4.0,2018-01-18
1748,3.0,2018-01-25
1749,5.0,2018-01-25
1750,2.0,2018-01-25
1751,1.0,2018-01-16
1752,1.0,2018-01-14
1753,1.0,2018-01-20
1754,1.0,2018-01-09
1755,1.0,2018-01-07
1756,3.0,2018-01-19
1757,6.0,2018-01-31
1758,3.0,2018-01-22
1759,1.0,2018-01-12
1760,10.0,2018-01-30
1761,1.0,2018-01-17
1762,1.0,2018-01-21
1763,3.0,2018-01-21
1764,19.0,2018-01-28
1765,1.0,2018-01-14
1766,4.0,2018-01-31
1767,1.0,2018-01-17
1768,3.0,2018-01-19
1769,1.0,2018-01-18
1770,2.0,2018-01-27
1771,1.0,2018-01-06
1772,1.0,2018-01-22
1773,4.0,2018-01-30
1774,4.0,2018-01-31
1775,1.0,2018-01-27
1776,2.0,2018-01-31
1777,1.0,2018-01-12
1778,1.0,2018-01-11
1779,1.0,2018-01-31
1780,5.0,2018-01-30
1781,4.0,2018-01-31
1782,6.0,2018-01-31
1783,5.0,2018-01-19
1784,4.0,2018-01-30
1785,1.0,2018-01-21
1786,1.0,2018-01-20
1787,1.0,2018-01-31
1788,23.0,2018-01-26
1789,21.0,2018-01-31
1790,5.0,2018-01-31
1791,3.0,2018-01-26
1792,1.0,2018-01-29
1793,1.0,2018-01-14
1794,1.0,2018-01-22
1795,1.0,2018-01-24
1796,1.0,2018-01-12
1797,1.0,2018-01-22
1798,1.0,2018-01-25
1799,1.0,2018-01-30
1800,1.0,2018-01-22
1801,2.0,2018-01-31
1802,1.0,2018-01-31
1803,1.0,2018-01-19
1804,2.0,2018-01-29
1805,1.0,2018-01-12
1806,4.0,2018-01-30
1807,1.0,2018-01-20
1808,3.0,2018-01-22
1809,2.0,2018-01-22
1810,9.0,2018-01-28
1811,1.0,2018-01-03
1812,5.0,2018-01-08
1813,10.0,2018-01-31
1814,8.0,2018-01-30
1815,3.0,2018-01-31
1816,1.0,2018-01-02
1817,1.0,2018-01-28
1818,1.0,2018-01-28
1819,1.0,2018-01-25
1820,1.0,2018-01-26
1821,4.0,2018-01-30
1822,15.0,2018-01-18
1823,12.0,2018-01-18
1824,4.0,2018-01-31
1825,9.0,2018-01-31
1826,1.0,2018-01-13
1827,1.0,2018-01-14
1828,1.0,2018-01-31
1829,1.0,2018-01-15
1830,9.0,2018-01-10
1831,3.0,2018-01-31
1832,3.0,2018-01-23
1833,1.0,2018-01-16
1834,2.0,2018-01-20
1835,2.0,2018-01-16
1836,1.0,2018-01-28
1837,5.0,2018-01-16
1838,22.0,2018-01-30
1839,2.0,2018-01-22
1840,6.0,2018-01-25
1841,3.0,2018-01-31
1842,2.0,2018-01-16
1843,3.0,2018-01-29
1844,1.0,2018-01-29
1845,1.0,2018-01-31
1846,1.0,2018-01-30
1847,4.0,2018-01-27
1848,1.0,2018-01-30
1849,3.0,2018-01-21
1850,1.0,2018-01-06
1851,7.0,2018-01-30
1852,2.0,2018-01-09
1853,1.0,2018-01-14
1854,1.0,2018-01-23
1855,1.0,2018-01-06
1856,1.0,2018-01-04
1857,1.0,2018-01-24
1858,5.0,2018-01-09
1859,1.0,2018-01-29
1860,1.0,2018-01-19
1861,1.0,2018-01-11
1862,1.0,2018-01-23
1863,2.0,2018-01-29
1864,7.0,2018-01-31
1865,1.0,2018-01-14
1866,2.0,2018-01-21
1867,1.0,2018-01-11
1868,2.0,2018-01-31
1869,1.0,2018-01-29
1870,3.0,2018-01-25
1871,3.0,2018-01-20
1872,3.0,2018-01-13
1873,3.0,2018-01-09
1874,1.0,2018-01-31
1875,2.0,2018-01-28
1876,1.0,2018-01-24
1877,1.0,2018-01-14
1878,2.0,2018-01-29
1879,2.0,2018-01-29
1880,1.0,2018-01-04
1881,5.0,2018-01-31
1882,7.0,2018-01-28
1883,95.0,2018-01-28
1884,95.0,2018-01-28
1885,33.0,2018-01-28
1886,42.0,2018-01-28
1887,18.0,2018-01-30
1888,19.0,2018-01-31
1889,2.0,2018-01-28
1890,1.0,2018-01-22
1891,50.0,2018-01-31
1892,6.0,2018-01-31
1893,7.0,2018-01-29
1894,1.0,2018-01-30
1895,1.0,2018-01-30
1896,4.0,2018-01-23
1897,5.0,2018-01-31
1898,8.0,2018-01-31
1899,3.0,2018-01-29
1900,1.0,2018-01-21
1901,6.0,2018-01-30
1902,11.0,2018-01-31
1903,3.0,2018-01-23
1904,4.0,2018-01-15
1905,6.0,2018-01-30
1906,2.0,2018-01-23
1907,1.0,2018-01-26
1908,1.0,2018-01-26
1909,1.0,2018-01-29
1910,1.0,2018-01-27
1911,1.0,2018-01-26
1912,1.0,2018-01-29
1913,1.0,2018-01-28
1914,1.0,2018-01-16
1915,197.0,2018-01-31
1916,115.0,2018-01-31
1917,31.0,2018-01-31
1918,176.0,2018-01-31
1919,1.0,2018-01-26
1920,5.0,2018-01-31
1921,3.0,2018-01-24
1922,2.0,2018-01-29
1923,2.0,2018-01-09
1924,62.0,2018-01-31
1925,73.0,2018-01-31
1926,6.0,2018-01-29
1927,27.0,2018-01-31
1928,10.0,2018-01-31
1929,25.0,2018-01-31
1930,1.0,2018-01-31
1931,5.0,2018-01-30
1932,4.0,2018-01-31
1933,3.0,2018-01-13
1934,1.0,2018-01-14
1935,1.0,2018-01-19
1936,1.0,2018-01-19
1937,2.0,2018-01-29
1938,9.0,2018-01-31
1939,11.0,2018-01-30
1940,5.0,2018-01-30
1941,3.0,2018-01-31
1942,3.0,2018-01-20
1943,94.0,2018-01-28
1944,8.0,2018-01-31
1945,15.0,2018-01-30
1946,3.0,2018-01-31
1947,2.0,2018-01-29
1948,1.0,2018-01-05
1949,2.0,2018-01-30
1950,2.0,2018-01-31
1951,1.0,2018-01-28
1952,2.0,2018-01-16
1953,1.0,2018-01-30
1954,2.0,2018-01-31
1955,4.0,2018-01-31
1956,2.0,2018-01-31
1957,1.0,2018-01-11
1958,1.0,2018-01-26
1959,1.0,2018-01-24
1960,1.0,2018-01-29
1961,1.0,2018-01-31
1962,2.0,2018-01-30
1963,1.0,2018-01-31
1964,3.0,2018-01-03
1965,1.0,2018-01-14
1966,1.0,2018-01-31
1967,3.0,2018-01-31
1968,4.0,2018-01-25
1969,6.0,2018-01-30
1970,4.0,2018-01-31
1971,14.0,2018-01-31
1972,9.0,2018-01-31
1973,6.0,2018-01-30
1974,4.0,2018-01-31
1975,6.0,2018-01-31
1976,7.0,2018-01-31
1977,4.0,2018-01-31
1978,2.0,2018-01-23
1979,2.0,2018-01-28
1980,4.0,2018-01-31
1981,2.0,2018-01-24
1982,12.0,2018-01-31
1983,19.0,2018-01-31
1984,26.0,2018-01-30
1985,27.0,2018-01-31
1986,25.0,2018-01-31
1987,28.0,2018-01-31
1988,29.0,2018-01-31
1989,13.0,2018-01-30
1990,8.0,2018-01-31
1991,8.0,2018-01-31
1992,2.0,2018-01-18
1993,4.0,2018-01-26
1994,1.0,2018-01-06
1995,3.0,2018-01-19
1996,1.0,2018-01-08
1997,1.0,2018-01-18
1998,1.0,2018-01-22
1999,15.0,2018-01-22
2000,1.0,2018-01-22
2001,8.0,2018-01-25
2002,10.0,2018-01-18
2003,6.0,2018-01-30
2004,13.0,2018-01-31
2005,24.0,2018-01-31
2006,263.0,2018-01-31
2007,335.0,2018-01-31
2008,147.0,2018-01-31
2009,94.0,2018-01-31
2010,1.0,2018-01-05
2011,1.0,2018-01-22
2012,1.0,2018-01-22
2013,3.0,2018-01-27
2014,4.0,2018-01-27
2015,3.0,2018-01-27
2016,1.0,2018-01-11
2017,2.0,2018-01-15
2018,1.0,2018-01-04
2019,1.0,2018-01-03
2020,2.0,2018-01-03
2021,1.0,2018-01-16
2022,1.0,2018-01-31
2023,1.0,2018-01-31
2024,1.0,2018-01-31
2025,1.0,2018-01-29
2026,3.0,2018-01-26
2027,5.0,2018-01-30
2028,3.0,2018-01-23
2029,5.0,2018-01-31
2030,2.0,2018-01-05
2031,3.0,2018-01-16
2032,2.0,2018-01-19
2033,1.0,2018-01-19
2034,2.0,2018-01-18
2035,1.0,2018-01-17
2036,2.0,2018-01-18
2037,6.0,2018-01-31
2038,4.0,2018-01-22
2039,35.0,2018-01-31
2040,28.0,2018-01-31
2041,13.0,2018-01-24
2042,7.0,2018-01-31
2043,1.0,2018-01-24
2044,3.0,2018-01-19
2045,1.0,2018-01-31
2046,1.0,2018-01-22
2047,1.0,2018-01-24
2048,18.0,2018-01-31
2049,8.0,2018-01-17
2050,6.0,2018-01-30
2051,92.0,2018-01-31
2052,25.0,2018-01-30
2053,1.0,2018-01-07
2054,18.0,2018-01-31
2055,10.0,2018-01-31
2056,10.0,2018-01-26
2057,25.0,2018-01-23
2058,28.0,2018-01-31
2059,2.0,2018-01-10
2060,5.0,2018-01-29
2061,3.0,2018-01-30
2062,6.0,2018-01-14
2063,1.0,2018-01-12
2064,2.0,2018-01-29
2065,1.0,2018-01-09
2066,1.0,2018-01-16
2067,1.0,2018-01-22
2068,1.0,2018-01-03
